Hispanic_Origin	Race	Year	ICD10.130.Infants	ICD10.Code	Deaths	Population	Crude_Rate
Not Hispanic or Latino	Black or African American	2000	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	27	576855	4.7
Not Hispanic or Latino	Black or African American	2000	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	18	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	1833	576855	317.8
Not Hispanic or Latino	Black or African American	2000	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	14	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	1817	576855	315
Not Hispanic or Latino	Black or African American	2000	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	1400	576855	242.7
Not Hispanic or Latino	Black or African American	2000	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	417	576855	72.3
Not Hispanic or Latino	Black or African American	2000	#Disorders related to long gestation and high birth weight (P08)	GR130-091	2	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	#Birth trauma (P10-P15)	GR130-092	8	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	156	576855	27
Not Hispanic or Latino	Black or African American	2000	Intrauterine hypoxia (P20)	GR130-094	29	576855	5
Not Hispanic or Latino	Black or African American	2000	Birth asphyxia (P21)	GR130-095	127	576855	22
Not Hispanic or Latino	Black or African American	2000	#Respiratory distress of newborn (P22)	GR130-096	341	576855	59.1
Not Hispanic or Latino	Black or African American	2000	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	498	576855	86.3
Not Hispanic or Latino	Black or African American	2000	#Congenital pneumonia (P23)	GR130-098	34	576855	5.9
Not Hispanic or Latino	Black or African American	2000	#Neonatal aspiration syndromes (P24)	GR130-099	22	576855	3.8
Not Hispanic or Latino	Black or African American	2000	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	72	576855	12.5
Not Hispanic or Latino	Black or African American	2000	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	98	576855	17
Not Hispanic or Latino	Black or African American	2000	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	117	576855	20.3
Not Hispanic or Latino	Black or African American	2000	#Atelectasis (P28.0-P28.1)	GR130-103	131	576855	22.7
Not Hispanic or Latino	Black or African American	2000	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	24	576855	4.2
Not Hispanic or Latino	Black or African American	2000	Infections specific to the perinatal period (P35-P39)	GR130-105	309	576855	53.6
Not Hispanic or Latino	Black or African American	2000	#Bacterial sepsis of newborn (P36)	GR130-106	264	576855	45.8
Not Hispanic or Latino	Black or African American	2000	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	45	576855	7.8
Not Hispanic or Latino	Black or African American	2000	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	192	576855	33.3
Not Hispanic or Latino	Black or African American	2000	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	159	576855	27.6
Not Hispanic or Latino	Black or African American	2000	#Hemorrhagic disease of newborn (P53)	GR130-111	1	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	2	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	#Hematological disorders (P60-P61)	GR130-113	30	576855	5.2
Not Hispanic or Latino	Black or African American	2000	#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)	GR130-114	2	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	#Necrotizing enterocolitis of newborn (P77)	GR130-115	154	576855	26.7
Not Hispanic or Latino	Black or African American	2000	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	12	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	441	576855	76.4
Not Hispanic or Latino	Black or African American	2000	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	1062	576855	184.1
Not Hispanic or Latino	Black or African American	2000	Anencephaly and similar malformations (Q00)	GR130-119	40	576855	6.9
Not Hispanic or Latino	Black or African American	2000	Congenital hydrocephalus (Q03)	GR130-120	19	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	Spina bifida (Q05)	GR130-121	2	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	62	576855	10.7
Not Hispanic or Latino	Black or African American	2000	Congenital malformations of heart (Q20-Q24)	GR130-123	305	576855	52.9
Not Hispanic or Latino	Black or African American	2000	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	47	576855	8.1
Not Hispanic or Latino	Black or African American	2000	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	148	576855	25.7
Not Hispanic or Latino	Black or African American	2000	Congenital malformations of digestive system (Q35-Q45)	GR130-126	22	576855	3.8
Not Hispanic or Latino	Black or African American	2000	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	49	576855	8.5
Not Hispanic or Latino	Black or African American	2000	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	85	576855	14.7
Not Hispanic or Latino	Black or African American	2000	Down's syndrome (Q90)	GR130-129	18	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	Edward's syndrome (Q91.0-Q91.3)	GR130-130	94	576855	16.3
Not Hispanic or Latino	Black or African American	2000	Patau's syndrome (Q91.4-Q91.7)	GR130-131	48	576855	8.3
Not Hispanic or Latino	Black or African American	2000	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	101	576855	17.5
Not Hispanic or Latino	Black or African American	2000	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	22	576855	3.8
Not Hispanic or Latino	Black or African American	2000	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	1186	576855	205.6
Not Hispanic or Latino	Black or African American	2000	#Sudden infant death syndrome (R95)	GR130-135	809	576855	140.2
Not Hispanic or Latino	Black or African American	2000	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	377	576855	65.4
Not Hispanic or Latino	Black or African American	2000	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	10	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	"External causes of mortality (*U01,V01-Y84)"	GR130-138	425	576855	73.7
Not Hispanic or Latino	Black or African American	2000	#Accidents (unintentional injuries) (V01-X59)	GR130-139	268	576855	46.5
Not Hispanic or Latino	Black or African American	2000	Transport accidents (V01-V99)	GR130-140	40	576855	6.9
Not Hispanic or Latino	Black or African American	2000	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	40	576855	6.9
Not Hispanic or Latino	Black or African American	2000	Falls (W00-W19)	GR130-143	2	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	Accidental drowning and submersion (W65-W74)	GR130-145	25	576855	4.3
Not Hispanic or Latino	Black or African American	2000	Accidental suffocation and strangulation in bed (W75)	GR130-146	93	576855	16.1
Not Hispanic or Latino	Black or African American	2000	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	56	576855	9.7
Not Hispanic or Latino	Black or African American	2000	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	23	576855	4
Not Hispanic or Latino	Black or African American	2000	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	14	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	4	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	11	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	139	576855	24.1
Not Hispanic or Latino	Black or African American	2000	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	6	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	7	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	48	576855	8.3
Not Hispanic or Latino	Black or African American	2000	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	78	576855	13.5
Not Hispanic or Latino	Black or African American	2000	#Complications of medical and surgical care (Y40-Y84)	GR130-157	4	576855	Unreliable
Not Hispanic or Latino	Black or African American	2000	Other external causes (Y10-Y36)	GR130-158	14	576855	Unreliable
Not Hispanic or Latino	Black or African American	2001	Certain infectious and parasitic diseases (A00-B99)	GR130-001	200	602743	33.2
Not Hispanic or Latino	Black or African American	2001	Certain intestinal infectious diseases (A00-A08)	GR130-002	2	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Diarrhea and gastroenteritis of infectious origin (A09)	GR130-003	2	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Whooping cough (A37)	GR130-007	1	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Meningococcal infection (A39)	GR130-008	2	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Septicemia (A40-A41)	GR130-009	124	602743	20.6
Not Hispanic or Latino	Black or African American	2001	Viral diseases (A80-B34)	GR130-012	42	602743	7
Not Hispanic or Latino	Black or African American	2001	#Human immunodeficiency virus (HIV) disease (B20-B24)	GR130-016	7	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	35	602743	5.8
Not Hispanic or Latino	Black or African American	2001	#Candidiasis (B37)	GR130-019	7	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	20	602743	3.3
Not Hispanic or Latino	Black or African American	2001	Neoplasms (C00-D48)	GR130-023	16	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Malignant neoplasms (C00-C97)	GR130-024	5	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	Leukemia (C91-C95)	GR130-026	3	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	2	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	11	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	23	602743	3.8
Not Hispanic or Latino	Black or African American	2001	Anemias (D50-D64)	GR130-030	6	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	11	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	Certain disorders involving the immune mechanism (D80-D89)	GR130-032	6	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	67	602743	11.1
Not Hispanic or Latino	Black or African American	2001	"#Short stature, not elsewhere classified (E34.3)"	GR130-034	5	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Nutritional deficiencies (E40-E64)	GR130-035	1	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	33	602743	5.5
Not Hispanic or Latino	Black or African American	2001	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	28	602743	4.6
Not Hispanic or Latino	Black or African American	2001	Diseases of the nervous system (G00-G98)	GR130-039	92	602743	15.3
Not Hispanic or Latino	Black or African American	2001	"#Meningitis (G00,G03)"	GR130-040	29	602743	4.8
Not Hispanic or Latino	Black or African American	2001	"#Infantile spinal muscular atrophy, type I (Werdnig-Hoffman) (G12.0)"	GR130-041	2	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Infantile cerebral palsy (G80)	GR130-042	8	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	8	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	45	602743	7.5
Not Hispanic or Latino	Black or African American	2001	#Diseases of the ear and mastoid process (H60-H93)	GR130-045	1	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	#Diseases of the circulatory system (I00-I99)	GR130-046	189	602743	31.4
Not Hispanic or Latino	Black or African American	2001	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	43	602743	7.1
Not Hispanic or Latino	Black or African American	2001	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	10	602743	Unreliable
Not Hispanic or Latino	Black or African American	2001	Cardiomyopathy (I42)	GR130-049	44	602743	7.3
